id_etudiant,prenom_etudiant,nom_etudiant,email,sex,date_naissance,mention,specialite,frais_scolarite,cours_rate,loisirs,date_debut,date_sortie
390,Tris,Neumann,tneumannat@tinyurl.com,M,10/6/2005,passable,Licence-IT,"€3714,01",3.0,,12/25/2017,3/23/2020
391,Sephira,Scutts,sscuttsau@tinyurl.com,F,2/9/1998,trés bien,Licence-IT,"€4003,78",10.0,Danser,5/10/2017,6/24/2024
392,Gena,Louys,glouysav@163.com,F,31/10/1997,passable,Licence-IT,"€3713,46",4.0,,10/19/2017,6/27/2020
393,Korella,Woofenden,kwoofendenaw@illinois.edu,F,29/9/1999,passable,Prepa,"€4512,83",6.0,,10/29/2017,5/20/2022
394,Gerrard,Balsdone,gbalsdoneax@wikispaces.com,M,22/8/1999,faible,Prepa,"€4712,43",4.0,sport,8/4/2018,10/12/2020
395,Bordie,Dach,bdachay@mtv.com,M,6/12/1994,trés bien,Prepa,"€3694,68",5.0,,4/9/2017,5/29/2022
396,Belia,Isaaksohn,bisaaksohnaz@360.cn,F,1/10/1997,trés bien,Business,"€4575,29",1.0,Danser,5/27/2018,4/17/2021
397,Franzen,Gourlay,fgourlayb0@omniture.com,M,31/7/2005,bien,Licence-IT,"€2905,69",4.0,,7/11/2018,8/20/2022
398,Packston,McSperron,pmcsperronb1@rambler.ru,M,8/6/1995,faible,Licence-IT,"€3141,79",6.0,,4/16/2018,11/5/2022
399,Claus,Benezet,cbenezetb2@typepad.com,M,30/1/1990,trés bien,Licence-IT,"€2054,24",8.0,,7/12/2017,11/26/2023
400,Cyrille,Franchioni,cfranchionib3@seesaa.net,M,31/7/2002,passable,Licence-IT,"€4507,61",1.0,,7/23/2018,10/31/2024
401,Gardie,Galfour,ggalfourb4@imageshack.us,M,11/4/1990,trés bien,Prepa,"€3158,17",6.0,Danser,9/2/2017,2/1/2020
402,Horacio,Malecky,hmaleckyb5@simplemachines.org,M,3/8/2005,faible,Prepa,"€2926,43",6.0,bricolage,4/15/2018,7/5/2024
403,Elbertine,Gregory,egregoryb6@uol.com.br,F,6/5/1998,passable,Licence-IT,"€2751,36",10.0,,3/9/2016,7/8/2022
404,Kristoffer,Leadbeatter,kleadbeatterb7@nba.com,M,3/11/1990,passable,Business,"€3324,46",0.0,,1/10/2018,11/23/2021
405,Cathrine,Whitehorn,cwhitehornb8@netscape.com,F,24/4/2000,trés bien,Prepa,"€3807,74",7.0,,5/26/2017,9/20/2022
406,Collen,Folan,cfolanb9@aboutads.info,F,2/3/1992,bien,Prepa,"€4185,95",2.0,,3/2/2018,5/13/2020
407,Erick,Petera,epeteraba@chicagotribune.com,M,23/6/2005,bien,Licence-IT,"€4445,02",1.0,,4/3/2016,12/5/2022
408,Worthy,Wallen,wwallenbb@pagesperso-orange.fr,M,10/7/1998,bien,Business,"€3087,35",0.0,Danser,12/29/2015,8/27/2022
409,Ivan,Niese,iniesebc@tmall.com,M,26/7/1991,bien,ING-IT,"€4578,19",1.0,,8/30/2017,4/6/2023
410,Brandy,Vasyushkhin,bvasyushkhinbd@archive.org,M,28/3/2002,trés bien,Prepa,"€3777,41",1.0,,6/19/2017,10/24/2022
411,Allie,Akram,aakrambe@zdnet.com,M,18/2/2003,trés bien,ING-IT,"€4771,33",0.0,bricolage,9/28/2016,1/23/2020
412,Edlin,Chominski,echominskibf@symantec.com,,5/7/1994,faible,Business,"€3172,55",0.0,Danser,11/21/2016,3/19/2020
413,Hester,Pethrick,hpethrickbg@cbsnews.com,F,28/1/1997,passable,Licence-IT,"€3260,16",7.0,,6/23/2018,4/20/2021
414,Dalli,Faithfull,dfaithfullbh@samsung.com,M,14/8/1994,faible,Business,"€4320,88",1.0,Jardinage,10/4/2018,2/24/2024
415,Guenna,Suatt,gsuattbi@so-net.ne.jp,F,14/1/2002,bien,Prepa,"€4056,85",10.0,,3/13/2017,2/9/2023
416,Shaina,Joy,sjoybj@umn.edu,F,25/8/1995,passable,ING-IT,"€4494,44",4.0,bricolage,5/25/2017,2/12/2023
417,Witty,Statton,wstattonbk@ucsd.edu,M,21/4/1997,passable,Prepa,"€4413,49",1.0,,5/22/2018,12/18/2019
418,Roi,McNab,rmcnabbl@privacy.gov.au,M,12/12/1995,passable,Licence-IT,"€3336,65",0.0,,10/1/2018,8/3/2020
419,Arne,Jayes,ajayesbm@privacy.gov.au,M,19/10/1995,trés bien,Business,"€4258,75",1.0,,1/23/2017,7/17/2024
420,Mallorie,Aitken,maitkenbn@sina.com.cn,F,19/12/2002,faible,Business,"€4806,57",1.0,Danser,2/6/2016,5/1/2024
421,Eba,Foley,efoleybo@google.com.br,F,12/10/1994,bien,ING-IT,"€3428,58",5.0,bricolage,7/23/2018,9/6/2023
422,Claudie,MacQueen,cmacqueenbp@github.com,F,17/6/2002,passable,ING-IT,"€3112,58",7.0,bricolage,3/20/2018,8/27/2021
423,Titos,Heyworth,theyworthbq@issuu.com,M,25/4/1995,faible,Prepa,"€2475,91",8.0,,3/2/2018,3/4/2024
424,Nicolais,Guppey,nguppeybr@elpais.com,M,20/7/2004,passable,ING-IT,"€3670,46",6.0,,9/11/2018,6/8/2024
425,Amery,Unworth,aunworthbs@1688.com,M,30/1/2005,passable,ING-IT,"€3651,71",7.0,,3/31/2018,8/30/2024
426,Marc,Spurryer,mspurryerbt@zdnet.com,M,13/10/2004,passable,Business,"€4086,54",8.0,Jardinage,12/25/2017,7/10/2020
427,Boigie,Logesdale,blogesdalebu@bandcamp.com,M,21/9/2004,passable,Business,"€4654,15",5.0,,9/30/2018,1/11/2020
428,Steffen,Gilhooley,sgilhooleybv@illinois.edu,M,27/3/1996,passable,Prepa,,7.0,,5/27/2018,4/13/2020
429,Erroll,Acome,eacomebw@nba.com,M,11/6/1994,bien,Business,,1.0,,6/21/2018,2/16/2023
430,Nevin,D'Andrea,ndandreabx@slate.com,M,2/1/1993,bien,Licence-IT,"€4899,91",10.0,,5/7/2018,3/4/2021
431,Graehme,O'Heneghan,goheneghanby@admin.ch,M,17/9/1992,faible,Business,"€3134,16",6.0,,2/25/2017,11/8/2024
432,Millie,Devey,mdeveybz@sohu.com,F,21/4/1997,bien,ING-IT,"€4390,25",5.0,,6/30/2016,5/2/2023
433,Mickey,Arnholtz,marnholtzc0@whitehouse.gov,M,14/5/1991,bien,Prepa,"€4129,48",4.0,,9/24/2017,8/1/2023
434,Vin,Keiley,vkeileyc1@archive.org,F,20/9/2004,passable,Prepa,"€2436,04",5.0,,3/25/2017,9/7/2022
435,Gareth,Sturte,gsturtec2@baidu.com,M,19/11/1992,trés bien,Business,"€3875,49",3.0,,1/7/2017,6/9/2024
436,Puff,Bonwell,pbonwellc3@scribd.com,M,12/12/2001,passable,ING-IT,"€3865,73",5.0,,8/11/2016,3/3/2022
437,Violante,Gregor,vgregorc4@upenn.edu,F,2/11/1992,trés bien,Business,"€2644,79",4.0,Jardinage,1/8/2017,1/25/2023
438,Frannie,Crabtree,fcrabtreec5@nyu.edu,F,26/5/1991,passable,Business,"€3264,38",2.0,,3/13/2017,4/26/2022
439,Royal,Petters,rpettersc6@washingtonpost.com,M,26/11/1997,bien,Business,"€2374,47",8.0,,9/3/2017,1/24/2022
440,Shelba,Leere,sleerec7@cnn.com,F,29/4/2004,faible,Business,"€4093,43",6.0,,1/25/2017,7/28/2021
441,Sara-ann,Beadell,sbeadellc8@deliciousdays.com,F,18/3/1991,trés bien,Licence-IT,"€4610,59",8.0,bricolage,4/7/2017,3/17/2021
442,Josias,Sidebotton,jsidebottonc9@google.ca,M,14/9/1997,passable,Prepa,"€3313,17",6.0,,8/1/2018,2/4/2020
443,Augie,Bibby,abibbyca@quantcast.com,M,25/8/1995,passable,Prepa,"€2063,07",9.0,,8/26/2017,8/29/2023
444,Barron,Duignan,bduignancb@e-recht24.de,M,10/2/1997,passable,Business,"€3823,12",8.0,bricolage,1/30/2016,8/25/2021
445,Mart,Molyneaux,mmolyneauxcc@java.com,M,24/11/2003,faible,Prepa,"€2840,73",10.0,,6/25/2016,11/15/2022
446,Rob,Domm,rdommcd@forbes.com,M,18/4/1992,bien,Business,"€4788,95",1.0,,3/10/2018,3/12/2023
447,Maurise,Shuter,mshuterce@globo.com,M,14/1/1996,faible,Licence-IT,"€2948,54",8.0,,11/4/2017,10/3/2021
448,Julietta,Templman,jtemplmancf@microsoft.com,F,15/11/1994,passable,Prepa,"€3604,17",8.0,,10/2/2018,4/20/2020
449,Clemmy,Leavey,cleaveycg@webs.com,M,14/4/2002,bien,ING-IT,"€3287,50",7.0,sport,11/15/2017,4/22/2023
450,Alanah,Allwright,aallwrightch@xinhuanet.com,F,13/3/1991,passable,ING-IT,"€2865,70",1.0,Jardinage,2/23/2017,2/7/2020
451,Ricki,Berkelay,rberkelayci@theguardian.com,F,9/11/1993,passable,Licence-IT,"€2780,71",7.0,,6/19/2016,11/28/2022
452,Delainey,Kos,dkoscj@clickbank.net,M,21/11/1998,trés bien,Licence-IT,"€4545,43",10.0,,9/11/2017,7/10/2021
453,Butch,Brandsen,bbrandsenck@e-recht24.de,M,25/6/2003,trés bien,Prepa,"€4733,90",7.0,sport,1/18/2017,6/30/2023
454,Eugenio,Bizzey,ebizzeycl@last.fm,M,25/6/1995,trés bien,Licence-IT,"€2959,79",8.0,,7/14/2017,2/27/2022
455,Brittan,Allibone,ballibonecm@nymag.com,F,3/6/1993,passable,ING-IT,"€2207,79",6.0,,1/20/2017,3/16/2022
456,Marten,Parsall,mparsallcn@mashable.com,M,11/10/1999,faible,Prepa,"€3572,56",0.0,,12/10/2016,7/26/2021
457,Myranda,Summerlad,msummerladco@google.nl,F,11/5/1993,trés bien,Prepa,"€3312,55",6.0,,5/27/2018,3/7/2024
458,Kirk,Leif,kleifcp@wp.com,M,1/7/1995,passable,Business,"€2389,03",8.0,Danser,11/29/2016,5/27/2020
459,Sallee,Scahill,sscahillcq@bloomberg.com,F,21/1/2000,trés bien,Licence-IT,"€4167,05",10.0,,8/6/2017,3/7/2022
460,Derril,Tookey,dtookeycr@xrea.com,M,24/9/2005,passable,Licence-IT,"€3965,50",10.0,Danser,11/12/2018,1/2/2023
461,Reinold,Merkel,rmerkelcs@google.ca,M,6/9/1991,passable,Business,"€3385,63",2.0,Jardinage,7/8/2017,10/27/2021
462,Rae,Larter,rlarterct@epa.gov,F,12/2/2001,bien,Business,"€4876,64",2.0,bricolage,7/13/2016,5/29/2022
463,Nick,Bowdery,nbowderycu@scientificamerican.com,M,26/2/1993,passable,Business,"€3771,70",3.0,,10/24/2017,1/15/2020
464,Barr,Phillipson,bphillipsoncv@oaic.gov.au,M,21/11/1991,trés bien,Prepa,"€2408,72",4.0,bricolage,3/26/2018,10/12/2024
465,Parry,Luxen,pluxencw@hexun.com,M,7/12/1994,passable,Licence-IT,"€2344,68",1.0,,12/25/2016,7/7/2022
466,Marion,Dearnaley,mdearnaleycx@google.ca,F,11/12/2001,trés bien,Licence-IT,"€2530,58",6.0,,10/10/2018,6/28/2021
467,Kev,Mattusov,kmattusovcy@prweb.com,M,23/12/1999,trés bien,Business,"€2052,23",1.0,Danser,2/1/2016,3/31/2022
468,Marje,Upstone,mupstonecz@alexa.com,F,3/3/2001,trés bien,Prepa,"€3936,42",1.0,sport,7/3/2018,12/3/2020
469,Teodorico,Burehill,tburehilld0@weibo.com,M,25/12/2001,faible,Prepa,"€2137,77",2.0,,8/26/2017,7/5/2023
470,Les,Eastes,leastesd1@slashdot.org,M,30/10/2005,bien,Licence-IT,"€3318,97",4.0,Danser,2/5/2016,3/6/2022
471,Clark,Stampfer,cstampferd2@dmoz.org,M,28/5/2003,bien,Prepa,"€2587,37",7.0,,5/27/2017,12/9/2020
472,Stephen,Rubertelli,srubertellid3@chron.com,M,21/5/2000,passable,Licence-IT,"€3136,19",8.0,,8/24/2017,12/13/2019
473,Rana,Matteo,rmatteod4@usda.gov,F,9/4/2005,trés bien,Prepa,"€2701,65",9.0,,5/22/2016,4/30/2021
474,Filmore,Dundon,fdundond5@twitpic.com,,30/6/1991,faible,Prepa,"€2883,05",4.0,,11/11/2018,3/4/2020
475,Mal,Barwood,mbarwoodd6@skyrock.com,M,23/9/2001,faible,Prepa,"€3751,17",0.0,Danser,7/22/2017,9/21/2021
476,Ryan,Pomfret,rpomfretd7@google.cn,M,25/6/1996,passable,Prepa,"€2905,93",2.0,,4/29/2016,12/24/2020
477,Gardener,Anster,gansterd8@chicagotribune.com,M,25/12/2001,bien,Licence-IT,"€4615,40",7.0,,8/26/2016,6/30/2024
478,Erma,McMarquis,emcmarquisd9@quantcast.com,F,19/3/2005,bien,Licence-IT,"€3922,77",8.0,,8/27/2016,6/10/2021
479,Shepard,Dougan,sdouganda@ft.com,M,2/2/2004,bien,ING-IT,"€4112,52",5.0,Jardinage,8/31/2018,2/28/2021
480,Fredra,Kleinholz,fkleinholzdb@stanford.edu,F,25/5/1997,trés bien,Business,"€4260,33",2.0,Danser,1/15/2017,7/9/2021
481,Mose,Robeiro,mrobeirodc@un.org,M,24/7/2001,trés bien,Licence-IT,"€3518,34",1.0,Jardinage,9/1/2017,5/24/2023
482,Pascal,Fusedale,pfusedaledd@un.org,M,21/7/1998,passable,Licence-IT,"€4793,81",6.0,Jardinage,9/24/2018,9/23/2022
483,Sholom,Fettis,sfettisde@bandcamp.com,M,22/3/1998,faible,ING-IT,"€3524,09",9.0,Jardinage,8/14/2018,5/14/2021
484,Kassi,Lancashire,klancashiredf@webmd.com,F,5/8/1998,trés bien,Licence-IT,"€2856,51",4.0,,5/5/2016,12/23/2022
485,Emeline,Drayton,edraytondg@free.fr,F,5/10/2003,trés bien,ING-IT,,10.0,,12/15/2015,8/18/2023
486,Stafford,Sorsby,ssorsbydh@live.com,M,26/9/1993,bien,Prepa,"€3554,95",3.0,sport,7/17/2017,2/25/2023
487,Raff,Rome,rromedi@booking.com,M,26/3/2002,passable,ING-IT,"€2907,17",10.0,,7/7/2018,9/28/2022
488,Darill,Laffranconi,dlaffranconidj@godaddy.com,M,14/3/2005,faible,Prepa,"€2265,91",8.0,sport,7/9/2017,4/11/2022
489,Abbot,Maskill,amaskilldk@virginia.edu,M,14/7/1992,trés bien,ING-IT,"€2100,73",1.0,,7/25/2017,8/16/2023
490,Walden,Gosse,wgossedl@amazon.co.uk,M,30/12/1996,faible,Licence-IT,"€3172,17",6.0,,6/22/2016,5/7/2021
491,Filippo,Andrioletti,fandriolettidm@illinois.edu,M,22/8/2005,passable,Business,"€4167,75",10.0,,8/24/2016,8/5/2024
492,Jude,Darrell,jdarrelldn@ihg.com,M,24/11/2002,bien,ING-IT,"€4612,25",8.0,bricolage,5/21/2016,11/1/2021
493,Jo-ann,Rosenblath,jrosenblathdo@washington.edu,F,16/11/2004,bien,Business,"€2857,28",2.0,,7/24/2017,10/26/2021
494,Ilario,Chomicki,ichomickidp@irs.gov,M,24/8/1998,passable,Business,"€2412,92",9.0,bricolage,5/29/2016,5/25/2024
495,Randi,Cheeld,rcheelddq@nasa.gov,M,21/12/1998,faible,ING-IT,"€2306,22",4.0,,3/8/2017,5/29/2020
496,Hyman,Iorns,hiornsdr@bloomberg.com,M,12/3/1992,bien,Business,"€3403,14",8.0,,7/4/2018,7/22/2022
497,Sylas,Reignould,sreignouldds@tiny.cc,M,23/8/1996,bien,ING-IT,"€2358,69",6.0,,12/31/2017,4/10/2023
498,Adolphus,Meadows,ameadowsdt@taobao.com,M,1/1/1995,passable,ING-IT,"€3909,60",6.0,,7/2/2016,8/16/2024
499,Mahmud,Landal,mlandaldu@cafepress.com,M,29/4/1992,passable,Business,"€3916,99",2.0,,4/6/2017,12/13/2021
500,Isobel,Ingledew,iingledewdv@salon.com,F,14/4/1998,trés bien,Prepa,"€2043,35",2.0,,1/2/2016,10/25/2020
501,Viviana,McGinnell,vmcginnelldw@fastcompany.com,F,27/4/1992,bien,Business,"€2337,32",7.0,,3/6/2018,8/27/2023
502,Viv,Elloway,vellowaydx@weather.com,F,8/8/1994,faible,Business,"€4164,76",4.0,,7/2/2018,3/22/2022
503,Bourke,Padbury,bpadburydy@google.co.uk,M,27/7/2005,bien,ING-IT,"€2672,44",5.0,Jardinage,1/5/2016,8/8/2022
504,Rob,Waterfall,rwaterfalldz@quantcast.com,M,1/2/2002,faible,Prepa,"€2911,08",1.0,bricolage,6/24/2018,5/6/2020
505,Viola,McGeraghty,vmcgeraghtye0@twitpic.com,F,21/11/2003,bien,ING-IT,"€4558,95",5.0,sport,12/17/2016,10/26/2021
506,Raddy,Thyng,rthynge1@zimbio.com,M,15/2/1991,bien,Licence-IT,"€3291,43",0.0,,11/30/2015,4/5/2021
507,Madison,Effaunt,meffaunte2@livejournal.com,M,14/2/1990,passable,Licence-IT,"€3578,80",7.0,,9/7/2017,2/3/2023
508,Bethany,Baffin,bbaffine3@umich.edu,F,15/3/1991,bien,ING-IT,"€4972,66",5.0,,11/13/2018,12/7/2020
509,Shanan,Whal,swhale4@dedecms.com,M,15/10/1993,passable,Prepa,"€2313,29",5.0,,4/16/2018,7/14/2022
510,Marya,Chaffen,mchaffene5@imgur.com,F,25/7/1991,bien,Business,"€3889,33",3.0,,10/10/2018,2/17/2022
511,Gayla,Kenway,gkenwaye6@buzzfeed.com,F,5/12/1997,bien,Business,"€3313,67",5.0,sport,6/20/2016,8/9/2022
512,Forrester,Pinel,fpinele7@ifeng.com,M,22/10/2002,faible,Prepa,"€3119,11",2.0,,3/15/2017,1/28/2023
513,Joe,Menci,jmencie8@reuters.com,M,28/2/1996,passable,Prepa,"€2090,61",5.0,,11/3/2017,7/4/2024
514,Van,Dawidowsky,vdawidowskye9@abc.net.au,M,24/4/1991,faible,ING-IT,"€4947,90",9.0,,3/23/2017,8/27/2024
515,Ginni,Willeman,gwillemanea@a8.net,F,29/8/2004,faible,Licence-IT,"€2957,70",0.0,,9/14/2018,2/6/2021
516,Nicola,Libbey,nlibbeyeb@angelfire.com,F,18/9/1992,trés bien,Licence-IT,,9.0,,11/19/2017,9/12/2020
517,Vite,Feltoe,vfeltoeec@reddit.com,M,22/4/2003,bien,Business,"€3560,17",9.0,,3/6/2016,1/16/2020
518,Harvey,Petrescu,hpetrescued@soundcloud.com,M,24/2/1997,faible,Business,,2.0,,8/20/2017,12/12/2021
519,Courtenay,Welbourn,cwelbournee@g.co,F,26/9/2003,bien,Business,"€4406,42",5.0,,9/18/2017,1/28/2021
520,Valentino,Matous,vmatousef@sphinn.com,M,19/1/1996,bien,Licence-IT,"€2455,19",0.0,,11/25/2016,7/31/2020
521,Kaylyn,Seneschal,kseneschaleg@shop-pro.jp,F,15/5/2004,passable,ING-IT,"€4832,76",7.0,sport,11/30/2016,5/29/2023
522,Rhodie,Kubacek,rkubacekeh@myspace.com,F,7/12/2000,bien,Licence-IT,"€3889,29",4.0,,9/2/2018,1/20/2020
523,Brooks,Burberye,bburberyeei@123-reg.co.uk,M,9/2/2004,faible,Prepa,"€2845,79",1.0,sport,7/3/2016,3/18/2023
524,Dorena,Haws,dhawsej@kickstarter.com,F,25/7/1995,passable,Business,"€3154,09",8.0,,11/30/2016,2/25/2020
525,Cosimo,Moore,cmooreek@angelfire.com,M,22/12/2000,faible,ING-IT,"€3764,39",2.0,Danser,6/3/2016,7/25/2021
526,Pace,Rabjohn,prabjohnel@mlb.com,M,4/10/1991,passable,ING-IT,"€3187,54",10.0,Danser,4/8/2017,5/13/2021
527,Dorene,Habershon,dhabershonem@goo.ne.jp,F,10/12/2000,faible,Business,"€2153,91",9.0,,10/5/2018,4/21/2020
528,Inez,Ethelstone,iethelstoneen@seesaa.net,F,24/5/2000,faible,Prepa,"€2703,47",2.0,,2/22/2018,10/19/2023
529,Eb,Fishe,efisheeo@nba.com,M,25/12/2001,passable,Business,"€2423,81",2.0,,2/15/2017,1/7/2024
530,Harbert,Tourville,htourvilleep@skyrock.com,M,19/4/1993,passable,Business,"€2213,30",9.0,,1/6/2016,10/23/2023
531,Raina,Caldroni,rcaldronieq@jiathis.com,F,12/5/1991,trés bien,ING-IT,"€4546,21",1.0,,7/23/2016,8/19/2022
532,Queenie,Bretherton,qbrethertoner@sciencedirect.com,F,3/10/1993,bien,Business,"€4949,12",10.0,,5/1/2017,8/3/2020
533,Carly,Wimbury,cwimburyes@icio.us,F,7/12/1994,passable,Licence-IT,"€3159,23",4.0,bricolage,2/27/2017,5/1/2024
534,Maury,Filyaev,mfilyaevet@reuters.com,M,28/5/1991,passable,Prepa,"€2428,94",8.0,Danser,12/1/2015,2/7/2022
535,Hillyer,Rossetti,hrossettieu@cam.ac.uk,M,14/11/1994,bien,ING-IT,"€3728,52",2.0,,6/8/2017,7/24/2023
536,Karlene,Putterill,kputterillev@storify.com,F,24/10/2005,faible,ING-IT,"€4866,85",0.0,Jardinage,11/16/2018,1/11/2020
537,Silvio,McDirmid,smcdirmidew@edublogs.org,M,10/3/1998,trés bien,Business,"€4958,09",8.0,,11/22/2017,6/8/2023
538,Kevyn,Bletcher,kbletcherex@geocities.jp,F,17/4/2002,faible,Business,"€3920,47",6.0,,11/22/2016,4/28/2021
539,Chrissie,Jirasek,cjirasekey@mlb.com,M,28/2/1993,trés bien,Business,"€2676,53",7.0,Jardinage,1/21/2017,5/15/2020
540,Myrah,Moreno,mmorenoez@hexun.com,F,5/11/1995,passable,ING-IT,"€4829,26",4.0,,4/14/2018,12/9/2021
541,Jammal,Driver,jdriverf0@ihg.com,M,28/12/2005,passable,ING-IT,"€3062,97",3.0,,1/30/2017,5/26/2023
542,Kathryne,Cosslett,kcosslettf1@weather.com,F,31/10/2000,faible,Licence-IT,"€4881,84",2.0,,2/7/2016,6/18/2020
543,Dulci,Brandt,dbrandtf2@unicef.org,F,14/12/1990,trés bien,Business,"€3392,98",6.0,bricolage,5/2/2018,4/12/2023
544,Jinny,Janse,jjansef3@blogger.com,F,17/1/2004,bien,Business,"€4542,78",6.0,,9/4/2018,3/15/2022
545,Garold,Christon,gchristonf4@goodreads.com,M,4/2/2000,trés bien,Licence-IT,"€4867,45",2.0,,12/17/2017,12/16/2023
546,Jody,Sherborn,jsherbornf5@nba.com,M,9/4/2002,trés bien,Business,"€4689,62",8.0,,5/15/2017,2/17/2024
547,Edan,Langdale,elangdalef6@cdc.gov,M,5/3/1996,bien,Business,"€4408,40",9.0,,6/1/2016,5/12/2022
548,Laraine,Becarra,lbecarraf7@wix.com,F,17/6/1991,bien,Business,"€4182,29",2.0,sport,5/19/2017,11/19/2020
549,Noell,Staniforth,nstaniforthf8@amazon.co.jp,F,24/1/2004,trés bien,Licence-IT,"€3581,81",9.0,,2/16/2016,5/7/2024
550,Issi,Hayne,ihaynef9@samsung.com,F,22/5/2005,bien,ING-IT,"€4936,05",1.0,Danser,1/8/2018,7/28/2023
551,Candy,Stallwood,cstallwoodfa@abc.net.au,F,29/5/1994,bien,Licence-IT,"€4978,54",9.0,sport,11/29/2017,11/29/2022
552,Rori,Sponton,rspontonfb@hc360.com,F,24/11/2001,bien,Business,"€4887,53",8.0,,7/27/2017,7/24/2020
553,Ahmed,Teaz,ateazfc@homestead.com,M,9/4/1993,faible,Licence-IT,"€2116,41",7.0,Danser,7/20/2016,6/15/2021
554,Tallou,Raincin,traincinfd@cdbaby.com,F,29/5/2003,faible,Prepa,"€4915,47",5.0,Danser,3/5/2016,4/17/2021
555,Lissi,Rideout,lrideoutfe@blog.com,F,5/3/1996,faible,Business,"€4670,98",6.0,,9/1/2017,7/8/2023
556,Valaria,Sissot,vsissotff@twitter.com,F,11/9/2001,faible,Licence-IT,"€4862,42",6.0,sport,12/3/2017,5/13/2024
557,Egan,Goymer,egoymerfg@trellian.com,M,30/10/1998,bien,ING-IT,"€3660,86",7.0,sport,12/3/2017,8/5/2024
558,Rutledge,Rookeby,rrookebyfh@ask.com,M,19/7/1992,bien,Prepa,"€4686,03",1.0,,8/13/2018,3/19/2022
559,Cyrille,Labes,clabesfi@networkadvertising.org,M,25/8/2002,bien,ING-IT,"€2011,16",8.0,,9/18/2017,4/23/2024
560,Ollie,Bewlie,obewliefj@cpanel.net,F,7/2/1997,passable,ING-IT,"€4222,16",5.0,bricolage,3/7/2018,2/23/2021
561,Christin,Retallick,cretallickfk@blogspot.com,F,29/7/2002,trés bien,ING-IT,"€3502,58",4.0,,3/19/2016,7/4/2024
562,Leonerd,Barry,lbarryfl@netvibes.com,M,29/10/1996,trés bien,ING-IT,"€4686,43",10.0,,6/5/2016,8/23/2022
563,Jethro,Worland,jworlandfm@wp.com,M,22/11/2002,bien,Prepa,"€3063,77",2.0,Danser,4/22/2018,12/4/2019
564,Ezra,MacIntosh,emacintoshfn@dailymotion.com,M,20/1/2000,bien,Licence-IT,"€2854,50",1.0,Danser,3/31/2016,4/27/2021
565,Rosina,Pragnell,rpragnellfo@hhs.gov,F,19/10/1995,bien,ING-IT,"€2425,18",0.0,,12/15/2016,6/15/2023
566,Paola,Copas,pcopasfp@wikia.com,F,16/11/1994,bien,Prepa,"€4134,47",10.0,Jardinage,6/19/2016,12/29/2023
567,Rance,Neubigging,rneubiggingfq@furl.net,M,16/3/1992,passable,Business,"€2380,14",6.0,,7/10/2018,7/24/2024
568,Appolonia,Shoutt,ashouttfr@ftc.gov,F,23/5/1999,faible,Prepa,"€4768,85",10.0,,9/23/2018,7/30/2024
569,Farris,Visick,fvisickfs@goo.ne.jp,M,6/9/2004,passable,Business,"€3921,87",9.0,Danser,10/26/2016,8/9/2023
570,Morlee,Duckering,mduckeringft@imgur.com,M,13/8/1990,trés bien,Prepa,"€4070,76",6.0,,3/29/2016,7/31/2023
571,Katrinka,Swindall,kswindallfu@upenn.edu,,21/9/1997,trés bien,Prepa,"€2118,99",9.0,sport,3/12/2018,1/16/2023
572,Dorolisa,Lowry,dlowryfv@networkadvertising.org,F,3/4/2001,trés bien,Prepa,"€2928,95",5.0,,7/5/2016,10/26/2020
573,Cynthy,Baumann,cbaumannfw@purevolume.com,F,19/2/2001,faible,Business,"€3401,80",9.0,,12/6/2016,6/25/2023
574,Harrison,Rowswell,hrowswellfx@abc.net.au,M,27/2/2000,passable,ING-IT,"€4899,58",6.0,bricolage,12/28/2015,10/1/2022
575,Tobit,Comelini,tcomelinify@spotify.com,M,21/10/1999,passable,ING-IT,"€3267,69",5.0,,8/10/2018,8/1/2023
576,Aloysia,Petrasso,apetrassofz@weebly.com,F,18/3/1993,trés bien,Business,"€2260,92",7.0,,2/5/2016,9/13/2021
577,Niven,Hessle,nhessleg0@upenn.edu,M,16/2/2001,faible,Business,"€3817,52",2.0,,10/19/2016,9/20/2020
578,Gretel,Wishkar,gwishkarg1@craigslist.org,F,10/12/2004,passable,Prepa,"€3934,33",7.0,,2/9/2018,5/24/2022
579,Suki,Garrelts,sgarreltsg2@google.nl,F,17/9/1993,trés bien,ING-IT,"€2122,46",4.0,bricolage,7/24/2018,6/8/2021
580,Prudy,Rowett,prowettg3@phpbb.com,,16/4/1994,faible,Licence-IT,"€2543,06",3.0,,6/29/2017,7/7/2021
581,Herb,Coode,hcoodeg4@ask.com,M,5/8/2002,faible,ING-IT,"€2330,21",2.0,Jardinage,1/3/2018,10/28/2021
582,Beck,Growcott,bgrowcottg5@de.vu,M,11/9/2003,bien,ING-IT,"€4519,38",9.0,,1/19/2018,9/21/2023
583,Bobette,Krienke,bkrienkeg6@baidu.com,F,17/7/1996,faible,Licence-IT,"€2621,59",5.0,Jardinage,12/17/2015,7/4/2020
584,Udale,Petrol,upetrolg7@theguardian.com,M,21/7/1996,faible,Business,"€3057,26",6.0,,1/19/2016,7/16/2023
585,Ortensia,Aubry,oaubryg8@si.edu,F,18/6/2004,trés bien,Licence-IT,"€2651,08",1.0,Jardinage,2/24/2018,7/25/2021
